unit_id,standard_id,standard_name,standard_type,disclosure_id,disclosure_name,requirement_id,requirement_text,requirement_type,is_omittable,year,hierarchy_level,parent_requirement
GRI410-2016-D410-1-Ra,GRI 410,Security Practices,topic,410-1,Security personnel trained in human,a,Percentage of security personnel who have received formal training in the organization’s human rights policies or specific procedures and their application to security.,shall,True,2016,1,
GRI410-2016-D410-1-Rb,GRI 410,Security Practices,topic,410-1,Security personnel trained in human,b,Whether training requirements also apply to third-party organizations providing security personnel.,shall,True,2016,1,
GRI411-2016-D411-1-Ra,GRI 411,Rights of Indigenous Peoples,topic,411-1,Incidents of violations involving rights,a,Total number of identified incidents of violations involving the rights of indigenous peoples during the reporting period.,shall,True,2016,1,
GRI411-2016-D411-1-Rb-i,GRI 411,Rights of Indigenous Peoples,topic,411-1,Incidents of violations involving rights,b.i,Status of the incidents and actions taken with reference to the following: Incident reviewed by the organization;,shall,True,2016,2,b
GRI411-2016-D411-1-Rb-ii,GRI 411,Rights of Indigenous Peoples,topic,411-1,Incidents of violations involving rights,b.ii,Status of the incidents and actions taken with reference to the following: Remediation plans being implemented;,shall,True,2016,2,b
GRI411-2016-D411-1-Rb-iii,GRI 411,Rights of Indigenous Peoples,topic,411-1,Incidents of violations involving rights,b.iii,"Status of the incidents and actions taken with reference to the following: Remediation plans that have been implemented, with results reviewed through routine internal management review processes;",shall,True,2016,2,b
GRI411-2016-D411-1-Rb-iv,GRI 411,Rights of Indigenous Peoples,topic,411-1,Incidents of violations involving rights,b.iv,Status of the incidents and actions taken with reference to the following: Incident no longer subject to action.,shall,True,2016,2,b
GRI413-2016-D413-1-Ra-i,GRI 413,Local Communities,topic,413-1,Operations with local community,a.i,"Percentage of operations with implemented local community engagement, impact assessments, and/or development programs, including the use of: social impact assessments, including gender impact assessments, based on participatory processes;",shall,True,2016,2,a
GRI413-2016-D413-1-Ra-ii,GRI 413,Local Communities,topic,413-1,Operations with local community,a.ii,"Percentage of operations with implemented local community engagement, impact assessments, and/or development programs, including the use of: environmental impact assessments and ongoing monitoring;",shall,True,2016,2,a
GRI413-2016-D413-1-Ra-iii,GRI 413,Local Communities,topic,413-1,Operations with local community,a.iii,"Percentage of operations with implemented local community engagement, impact assessments, and/or development programs, including the use of: public disclosure of results of environmental and social impact assessments;",shall,True,2016,2,a
GRI413-2016-D413-1-Ra-iv,GRI 413,Local Communities,topic,413-1,Operations with local community,a.iv,"Percentage of operations with implemented local community engagement, impact assessments, and/or development programs, including the use of: local community development programs based on local communities’ needs;",shall,True,2016,2,a
GRI413-2016-D413-1-Ra-v,GRI 413,Local Communities,topic,413-1,Operations with local community,a.v,"Percentage of operations with implemented local community engagement, impact assessments, and/or development programs, including the use of: stakeholder engagement plans based on stakeholder mapping;",shall,True,2016,2,a
GRI413-2016-D413-1-Ra-vi,GRI 413,Local Communities,topic,413-1,Operations with local community,a.vi,"Percentage of operations with implemented local community engagement, impact assessments, and/or development programs, including the use of: broad based local community consultation committees and processes that include vulnerable groups;",shall,True,2016,2,a
GRI413-2016-D413-1-Ra-vii,GRI 413,Local Communities,topic,413-1,Operations with local community,a.vii,"Percentage of operations with implemented local community engagement, impact assessments, and/or development programs, including the use of: works councils, occupational health and safety committees and other worker representation bodies to deal with impacts;",shall,True,2016,2,a
GRI413-2016-D413-1-Ra-viii,GRI 413,Local Communities,topic,413-1,Operations with local community,a.viii,"Percentage of operations with implemented local community engagement, impact assessments, and/or development programs, including the use of: formal local community grievance processes.",shall,True,2016,2,a
GRI413-2016-D413-2-Ra-i,GRI 413,Local Communities,topic,413-2,Operations with significant actual and,a.i,"Operations with significant actual and potential negative impacts on local communities, including: the location of the operations;",shall,True,2016,2,a
GRI413-2016-D413-2-Ra-ii,GRI 413,Local Communities,topic,413-2,Operations with significant actual and,a.ii,"Operations with significant actual and potential negative impacts on local communities, including: the significant actual and potential negative impacts of operations.",shall,True,2016,2,a
GRI414-2016-D414-1-Ra,GRI 414,Supplier Social Assessment,topic,414-1,New suppliers that were screened,a,Percentage of new suppliers that were screened using social criteria.,shall,True,2016,1,
GRI414-2016-D414-2-Ra,GRI 414,Supplier Social Assessment,topic,414-2,Negative social impacts in the supply,a,Number of suppliers assessed for social impacts.,shall,True,2016,1,
GRI414-2016-D414-2-Rb,GRI 414,Supplier Social Assessment,topic,414-2,Negative social impacts in the supply,b,Number of suppliers identified as having significant actual and potential negative social impacts.,shall,True,2016,1,
GRI414-2016-D414-2-Rc,GRI 414,Supplier Social Assessment,topic,414-2,Negative social impacts in the supply,c,Significant actual and potential negative social impacts identified in the supply chain.,shall,True,2016,1,
GRI414-2016-D414-2-Rd,GRI 414,Supplier Social Assessment,topic,414-2,Negative social impacts in the supply,d,Percentage of suppliers identified as having significant actual and potential negative social impacts with which improvements were agreed upon as a result of assessment.,shall,True,2016,1,
GRI414-2016-D414-2-Re,GRI 414,Supplier Social Assessment,topic,414-2,Negative social impacts in the supply,e,"Percentage of suppliers identified as having significant actual and potential negative social impacts with which relationships were terminated as a result of assessment, and why.",shall,True,2016,1,
GRI415-2016-D415-1-Ra,GRI 415,Public Policy,topic,415-1,Political contributions,a,Total monetary value of financial and in-kind political contributions made directly and indirectly by the organization by country and recipient/beneficiary.,shall,True,2016,1,
GRI415-2016-D415-1-Rb,GRI 415,Public Policy,topic,415-1,Political contributions,b,"If applicable, how the monetary value of in-kind contributions was estimated.",shall,True,2016,1,
GRI416-2016-D416-1-Ra,GRI 416,Customer Health and Safety,topic,416-1,Assessment of the health and safety,a,Percentage of significant product and service categories for which health and safety impacts are assessed for improvement.,shall,True,2016,1,
GRI416-2016-D416-2-Ra-i,GRI 416,Customer Health and Safety,topic,416-2,Incidents of non-compliance,a.i,"Total number of incidents of non-compliance with regulations and/or voluntary codes concerning the health and safety impacts of products and services within the reporting period, by: incidents of non-compliance with regulations resulting in a fine or penalty;",shall,True,2016,2,a
GRI416-2016-D416-2-Ra-ii,GRI 416,Customer Health and Safety,topic,416-2,Incidents of non-compliance,a.ii,"Total number of incidents of non-compliance with regulations and/or voluntary codes concerning the health and safety impacts of products and services within the reporting period, by: incidents of non-compliance with regulations resulting in a warning;",shall,True,2016,2,a
GRI416-2016-D416-2-Ra-iii,GRI 416,Customer Health and Safety,topic,416-2,Incidents of non-compliance,a.iii,"Total number of incidents of non-compliance with regulations and/or voluntary codes concerning the health and safety impacts of products and services within the reporting period, by: incidents of non-compliance with voluntary codes.",shall,True,2016,2,a
GRI416-2016-D416-2-Rb,GRI 416,Customer Health and Safety,topic,416-2,Incidents of non-compliance,b,"If the organization has not identified any non-compliance with regulations and/or voluntary codes, a brief statement of this fact is sufficient.",shall,True,2016,1,
GRI417-2016-D417-1-Ra-i,GRI 417,Marketing and Labeling,topic,417-1,Requirements for product and service,a.i,Whether each of the following types of information is required by the organization’s procedures for product and service information and labeling: The sourcing of components of the product or service;,shall,True,2016,2,a
GRI417-2016-D417-1-Ra-ii,GRI 417,Marketing and Labeling,topic,417-1,Requirements for product and service,a.ii,"Whether each of the following types of information is required by the organization’s procedures for product and service information and labeling: Content, particularly with regard to substances that might produce an environmental or social impact;",shall,True,2016,2,a
GRI417-2016-D417-1-Ra-iii,GRI 417,Marketing and Labeling,topic,417-1,Requirements for product and service,a.iii,Whether each of the following types of information is required by the organization’s procedures for product and service information and labeling: Safe use of the product or service;,shall,True,2016,2,a
GRI417-2016-D417-1-Ra-iv,GRI 417,Marketing and Labeling,topic,417-1,Requirements for product and service,a.iv,Whether each of the following types of information is required by the organization’s procedures for product and service information and labeling: Disposal of the product and environmental or social impacts;,shall,True,2016,2,a
